country,continent,intercept,slope,rse
Jamaica,Americas,62.6609871794872,0.221394405594405,2.05594361680418
El Salvador,Americas,46.5119487179487,0.477141258741258,1.94298570069371
Cuba,Americas,62.2134487179487,0.321150349650349,1.74064201097553
Trinidad and Tobago,Americas,62.0523076923077,0.173661538461538,1.65198415432892
