country,continent,intercept,slope,rse
Sweden,Europe,71.605,0.166254545454545,0.211767883220383
Switzerland,Europe,69.453717948718,0.222231468531468,0.214911464667868
France,Europe,67.7901282051282,0.238501398601399,0.220046849482939
Belgium,Europe,67.8919230769231,0.209084615384615,0.292902484428892
