country,continent,intercept,slope,rse
Equatorial Guinea,Africa,34.4303076923077,0.310170629370629,0.328689810624535
Mauritania,Africa,40.0256025641026,0.446417482517482,0.407532308413623
Comoros,Africa,39.996,0.450390909090909,0.478646837923902
Mali,Africa,33.0512307692308,0.37680979020979,0.481602601461275
