country,continent,intercept,slope,rse
Montenegro,Europe,62.2416282051282,0.293001398601398,2.75383174249396
Bulgaria,Europe,65.7373076923078,0.14568881118881,2.50911657864767
Bosnia and Herzegovina,Europe,58.0895641025641,0.349755244755244,2.25666509490946
Albania,Europe,59.2291282051282,0.334683216783216,1.9830615260166
