country,continent,intercept,slope,rse
Canada,Americas,68.8838461538462,0.21886923076923,0.249248292949942
Argentina,Americas,62.6884358974359,0.231708391608391,0.292307186863136
Brazil,Americas,51.5120384615385,0.39008951048951,0.326235858949216
Paraguay,Americas,62.4818333333334,0.157354545454545,0.391417619723876
