country,continent,intercept,slope,rse
Israel,Asia,66.3004102564103,0.267106293706294,0.36574010923855
Pakistan,Asia,43.7229615384616,0.405792307692307,0.402933746224056
Indonesia,Asia,36.8831153846154,0.634641258741258,0.645547842095045
Iran,Asia,44.9789871794872,0.49663986013986,0.664632923996152
